State,Country,Year,Admissions
Arizona,Afghanistan,2018,201.0
Arizona,Albania,2018,16.0
Arizona,Algeria,2018,4.0
Arizona,Argentina,2018,15.0
Arizona,Australia,2018,21.0
Arizona,Bangladesh,2018,103.0
Arizona,Belgium,2018,4.0
Arizona,Bhutan,2018,17.0
Arizona,Bolivia,2018,4.0
Arizona,Bosnia and Herzegovina,2018,12.0
Arizona,Brazil,2018,54.0
Arizona,Bulgaria,2018,10.0
Arizona,Burma,2018,136.0
Arizona,Burundi,2018,55.0
Arizona,Cambodia,2018,17.0
Arizona,Cameroon,2018,66.0
Arizona,Canada,2018,194.0
Arizona,Central African Republic,2018,28.0
Arizona,Chad,2018,21.0
Arizona,Chile,2018,4.0
Arizona,"China, People's Republic",2018,393.0
Arizona,Colombia,2018,68.0
Arizona,"Congo, Democratic Republic",2018,426.0
Arizona,"Congo, Republic",2018,66.0
Arizona,Costa Rica,2018,14.0
Arizona,Croatia,2018,4.0
Arizona,Cuba,2018,679.0
Arizona,Dominican Republic,2018,30.0
Arizona,Ecuador,2018,20.0
Arizona,Egypt,2018,52.0
Arizona,El Salvador,2018,87.0
Arizona,Eritrea,2018,66.0
Arizona,Ethiopia,2018,135.0
Arizona,Fiji,2018,12.0
Arizona,France,2018,18.0
Arizona,Gambia,2018,4.0
Arizona,Germany,2018,31.0
Arizona,Ghana,2018,31.0
Arizona,Guatemala,2018,161.0
Arizona,Guinea,2018,6.0
Arizona,Haiti,2018,23.0
Arizona,Honduras,2018,59.0
Arizona,Hong Kong,2018,7.0
Arizona,Hungary,2018,4.0
Arizona,India,2018,633.0
Arizona,Indonesia,2018,7.0
Arizona,Iran,2018,134.0
Arizona,Iraq,2018,609.0
Arizona,Ireland,2018,6.0
Arizona,Israel,2018,23.0
Arizona,Italy,2018,14.0
Arizona,Jamaica,2018,43.0
Arizona,Japan,2018,19.0
Arizona,Jordan,2018,90.0
Arizona,Kazakhstan,2018,4.0
Arizona,Kenya,2018,115.0
Arizona,"Korea, South",2018,105.0
Arizona,Kosovo,2018,9.0
Arizona,Kuwait,2018,4.0
Arizona,Lebanon,2018,23.0
Arizona,Liberia,2018,20.0
Arizona,Libya,2018,5.0
Arizona,Malawi,2018,10.0
Arizona,Malaysia,2018,71.0
Arizona,Mexico,2018,7068.0
Arizona,Moldova,2018,12.0
Arizona,Morocco,2018,17.0
Arizona,Mozambique,2018,4.0
Arizona,Nepal,2018,87.0
Arizona,Netherlands,2018,12.0
Arizona,Nicaragua,2018,11.0
Arizona,Nigeria,2018,56.0
Arizona,North Macedonia (formerly Macedonia),2018,5.0
Arizona,Pakistan,2018,103.0
Arizona,Peru,2018,37.0
Arizona,Philippines,2018,492.0
Arizona,Poland,2018,25.0
Arizona,Romania,2018,47.0
Arizona,Russia,2018,58.0
Arizona,Rwanda,2018,81.0
Arizona,Saudi Arabia,2018,28.0
Arizona,Serbia,2018,4.0
Arizona,Sierra Leone,2018,7.0
Arizona,Somalia,2018,131.0
Arizona,South Africa,2018,17.0
Arizona,South Sudan,2018,5.0
Arizona,Spain,2018,13.0
Arizona,Sudan,2018,133.0
Arizona,Sweden,2018,6.0
Arizona,Syria,2018,727.0
Arizona,Taiwan,2018,27.0
Arizona,Tanzania,2018,250.0
Arizona,Thailand,2018,56.0
Arizona,Togo,2018,4.0
Arizona,Turkey,2018,45.0
Arizona,Uganda,2018,119.0
Arizona,Ukraine,2018,32.0
Arizona,United Arab Emirates,2018,9.0
Arizona,United Kingdom,2018,76.0
Arizona,Uruguay,2018,4.0
Arizona,Uzbekistan,2018,4.0
Arizona,Venezuela,2018,28.0
Arizona,Vietnam,2018,504.0
Arizona,Yemen,2018,5.0
Arizona,Zimbabwe,2018,7.0
California,Afghanistan,2018,4385.0
California,Albania,2018,26.0
California,Algeria,2018,220.0
California,Angola,2018,4.0
California,Argentina,2018,320.0
California,Armenia,2018,2506.0
California,Australia,2018,579.0
California,Austria,2018,52.0
California,Azerbaijan,2018,185.0
California,Bahrain,2018,4.0
California,Bangladesh,2018,845.0
California,Belarus,2018,247.0
California,Belgium,2018,70.0
California,Belize,2018,144.0
California,Bhutan,2018,4.0
California,Bolivia,2018,55.0
California,Bosnia and Herzegovina,2018,5.0
California,Brazil,2018,1447.0
California,Bulgaria,2018,109.0
California,Burma,2018,554.0
California,Burundi,2018,11.0
California,Cambodia,2018,815.0
California,Cameroon,2018,114.0
California,Canada,2018,1761.0
California,Central African Republic,2018,5.0
California,Chile,2018,84.0
California,"China, People's Republic",2018,20313.0
California,Colombia,2018,819.0
California,"Congo, Democratic Republic",2018,154.0
California,Costa Rica,2018,115.0
California,Cote d'Ivoire,2018,4.0
California,Croatia,2018,5.0
California,Cuba,2018,583.0
California,Czechia,2018,36.0
California,Denmark,2018,49.0
California,Dominican Republic,2018,173.0
California,Ecuador,2018,320.0
California,Egypt,2018,1326.0
California,El Salvador,2018,8013.0
California,Eritrea,2018,267.0
California,Estonia,2018,11.0
California,Ethiopia,2018,815.0
California,Fiji,2018,421.0
California,Finland,2018,81.0
California,France,2018,986.0
California,Georgia,2018,136.0
California,Germany,2018,799.0
California,Ghana,2018,147.0
California,Greece,2018,81.0
California,Guatemala,2018,4687.0
California,Guinea,2018,4.0
California,Guyana,2018,11.0
California,Haiti,2018,82.0
California,Honduras,2018,1555.0
California,Hong Kong,2018,777.0
California,Hungary,2018,101.0
California,Iceland,2018,11.0
California,India,2018,11816.0
California,Indonesia,2018,400.0
California,Iran,2018,4363.0
California,Iraq,2018,2242.0
California,Ireland,2018,169.0
California,Israel,2018,957.0
California,Italy,2018,500.0
California,Jamaica,2018,208.0
California,Japan,2018,1211.0
California,Jordan,2018,651.0
California,Kazakhstan,2018,178.0
California,Kenya,2018,226.0
California,"Korea, North",2018,8.0
California,"Korea, South",2018,5569.0
California,Kuwait,2018,75.0
California,Kyrgyzstan,2018,61.0
California,Laos,2018,127.0
California,Latvia,2018,11.0
California,Lebanon,2018,424.0
California,Liberia,2018,13.0
California,Libya,2018,8.0
California,Lithuania,2018,28.0
California,Macau,2018,22.0
California,Malaysia,2018,233.0
California,Mauritius,2018,4.0
California,Mexico,2018,50992.0
California,Moldova,2018,250.0
California,Mongolia,2018,129.0
California,Morocco,2018,120.0
California,Nepal,2018,1021.0
California,Netherlands,2018,172.0
California,New Zealand,2018,98.0
California,Nicaragua,2018,496.0
California,Nigeria,2018,974.0
California,North Macedonia (formerly Macedonia),2018,10.0
California,Norway,2018,23.0
California,Oman,2018,6.0
California,Pakistan,2018,1847.0
California,Panama,2018,32.0
California,Paraguay,2018,8.0
California,Peru,2018,1105.0
California,Philippines,2018,14841.0
California,Poland,2018,224.0
California,Portugal,2018,57.0
California,Romania,2018,266.0
California,Russia,2018,1882.0
California,Rwanda,2018,13.0
California,Samoa,2018,17.0
California,Saudi Arabia,2018,213.0
California,Senegal,2018,16.0
California,Serbia,2018,85.0
California,Sierra Leone,2018,19.0
California,Singapore,2018,165.0
California,Slovakia,2018,5.0
California,Slovenia,2018,4.0
California,Somalia,2018,89.0
California,South Africa,2018,321.0
California,Soviet Union (former),2018,186.0
California,Spain,2018,392.0
California,Sri Lanka,2018,220.0
California,Sudan,2018,108.0
California,Sweden,2018,230.0
California,Switzerland,2018,82.0
California,Syria,2018,2022.0
California,Taiwan,2018,2278.0
California,Tajikistan,2018,25.0
California,Tanzania,2018,93.0
California,Thailand,2018,819.0
California,Togo,2018,6.0
California,Tonga,2018,53.0
California,Trinidad and Tobago,2018,13.0
California,Tunisia,2018,43.0
California,Turkey,2018,666.0
California,Turkmenistan,2018,17.0
California,Uganda,2018,154.0
California,Ukraine,2018,1899.0
California,United Arab Emirates,2018,129.0
California,United Kingdom,2018,1815.0
California,United States,2018,22.0
California,Unknown,2018,61.0
California,Uruguay,2018,19.0
California,Uzbekistan,2018,150.0
California,Venezuela,2018,289.0
California,Vietnam,2018,10874.0
California,Yemen,2018,263.0
California,Zambia,2018,4.0
California,Zimbabwe,2018,13.0
Colorado,Afghanistan,2018,199.0
Colorado,Algeria,2018,21.0
Colorado,Argentina,2018,12.0
Colorado,Australia,2018,29.0
Colorado,Azerbaijan,2018,6.0
Colorado,Belarus,2018,36.0
Colorado,Benin,2018,43.0
Colorado,Bhutan,2018,65.0
Colorado,Brazil,2018,71.0
Colorado,Bulgaria,2018,9.0
Colorado,Burma,2018,251.0
Colorado,Burundi,2018,11.0
Colorado,Cambodia,2018,14.0
Colorado,Cameroon,2018,4.0
Colorado,Canada,2018,80.0
Colorado,Central African Republic,2018,43.0
Colorado,Chad,2018,14.0
Colorado,Chile,2018,10.0
Colorado,"China, People's Republic",2018,268.0
Colorado,Colombia,2018,66.0
Colorado,"Congo, Democratic Republic",2018,117.0
Colorado,"Congo, Republic",2018,14.0
Colorado,Costa Rica,2018,4.0
Colorado,Cote d'Ivoire,2018,4.0
Colorado,Cuba,2018,226.0
Colorado,Czechia,2018,8.0
Colorado,Djibouti,2018,6.0
Colorado,Dominican Republic,2018,10.0
Colorado,Ecuador,2018,4.0
Colorado,Egypt,2018,9.0
Colorado,El Salvador,2018,123.0
Colorado,Eritrea,2018,86.0
Colorado,Ethiopia,2018,535.0
Colorado,France,2018,12.0
Colorado,Gambia,2018,4.0
Colorado,Germany,2018,34.0
Colorado,Ghana,2018,105.0
Colorado,Guatemala,2018,76.0
Colorado,Honduras,2018,54.0
Colorado,India,2018,214.0
Colorado,Indonesia,2018,32.0
Colorado,Iran,2018,48.0
Colorado,Iraq,2018,273.0
Colorado,Ireland,2018,15.0
Colorado,Israel,2018,8.0
Colorado,Italy,2018,8.0
Colorado,Jamaica,2018,50.0
Colorado,Japan,2018,20.0
Colorado,Jordan,2018,26.0
Colorado,Kenya,2018,71.0
Colorado,"Korea, South",2018,116.0
Colorado,Kosovo,2018,4.0
Colorado,Laos,2018,4.0
Colorado,Liberia,2018,5.0
Colorado,Libya,2018,13.0
Colorado,Malawi,2018,7.0
Colorado,Malaysia,2018,80.0
Colorado,Mali,2018,4.0
Colorado,Mexico,2018,3064.0
Colorado,Mongolia,2018,21.0
Colorado,Morocco,2018,32.0
Colorado,Nepal,2018,253.0
Colorado,Nicaragua,2018,4.0
Colorado,Nigeria,2018,49.0
Colorado,Pakistan,2018,48.0
Colorado,Peru,2018,64.0
Colorado,Philippines,2018,201.0
Colorado,Poland,2018,18.0
Colorado,Romania,2018,8.0
Colorado,Russia,2018,56.0
Colorado,Rwanda,2018,16.0
Colorado,Saudi Arabia,2018,5.0
Colorado,Serbia,2018,5.0
Colorado,Somalia,2018,152.0
Colorado,South Africa,2018,24.0
Colorado,Spain,2018,4.0
Colorado,Sudan,2018,97.0
Colorado,Sweden,2018,4.0
Colorado,Syria,2018,134.0
Colorado,Taiwan,2018,4.0
Colorado,Tajikistan,2018,20.0
Colorado,Tanzania,2018,43.0
Colorado,Thailand,2018,67.0
Colorado,Togo,2018,12.0
Colorado,Turkey,2018,15.0
Colorado,Uganda,2018,37.0
Colorado,Ukraine,2018,80.0
Colorado,United Arab Emirates,2018,8.0
Colorado,United Kingdom,2018,82.0
Colorado,Unknown,2018,4.0
Colorado,Uzbekistan,2018,13.0
Colorado,Venezuela,2018,50.0
Colorado,Vietnam,2018,422.0
Connecticut,Afghanistan,2018,154.0
Connecticut,Albania,2018,257.0
Connecticut,Algeria,2018,5.0
Connecticut,Argentina,2018,32.0
Connecticut,Australia,2018,5.0
Connecticut,Azerbaijan,2018,4.0
Connecticut,Bangladesh,2018,227.0
Connecticut,Barbados,2018,8.0
Connecticut,Belarus,2018,31.0
Connecticut,Brazil,2018,404.0
Connecticut,Burma,2018,7.0
Connecticut,Burundi,2018,4.0
Connecticut,Cabo Verde,2018,9.0
Connecticut,Cambodia,2018,9.0
Connecticut,Canada,2018,36.0
Connecticut,Chile,2018,12.0
Connecticut,"China, People's Republic",2018,301.0
Connecticut,Colombia,2018,284.0
Connecticut,"Congo, Democratic Republic",2018,89.0
Connecticut,"Congo, Republic",2018,4.0
Connecticut,Costa Rica,2018,15.0
Connecticut,Cuba,2018,46.0
Connecticut,Dominican Republic,2018,841.0
Connecticut,Ecuador,2018,502.0
Connecticut,Egypt,2018,45.0
Connecticut,El Salvador,2018,66.0
Connecticut,Eritrea,2018,9.0
Connecticut,Ethiopia,2018,21.0
Connecticut,France,2018,26.0
Connecticut,Georgia,2018,22.0
Connecticut,Germany,2018,19.0
Connecticut,Ghana,2018,169.0
Connecticut,Greece,2018,9.0
Connecticut,Guatemala,2018,227.0
Connecticut,Guyana,2018,110.0
Connecticut,Haiti,2018,325.0
Connecticut,Honduras,2018,106.0
Connecticut,Hong Kong,2018,4.0
Connecticut,Hungary,2018,4.0
Connecticut,India,2018,723.0
Connecticut,Iran,2018,34.0
Connecticut,Iraq,2018,52.0
Connecticut,Ireland,2018,4.0
Connecticut,Israel,2018,10.0
Connecticut,Italy,2018,22.0
Connecticut,Jamaica,2018,986.0
Connecticut,Japan,2018,22.0
Connecticut,Jordan,2018,29.0
Connecticut,Kazakhstan,2018,5.0
Connecticut,"Korea, South",2018,78.0
Connecticut,Kosovo,2018,27.0
Connecticut,Laos,2018,6.0
Connecticut,Mexico,2018,221.0
Connecticut,Moldova,2018,5.0
Connecticut,Morocco,2018,45.0
Connecticut,Nepal,2018,78.0
Connecticut,Netherlands,2018,4.0
Connecticut,Nicaragua,2018,11.0
Connecticut,Nigeria,2018,69.0
Connecticut,North Macedonia (formerly Macedonia),2018,28.0
Connecticut,Oman,2018,4.0
Connecticut,Pakistan,2018,191.0
Connecticut,Paraguay,2018,5.0
Connecticut,Peru,2018,263.0
Connecticut,Philippines,2018,151.0
Connecticut,Poland,2018,147.0
Connecticut,Portugal,2018,4.0
Connecticut,Romania,2018,8.0
Connecticut,Russia,2018,39.0
Connecticut,Rwanda,2018,14.0
Connecticut,Saint Kitts and Nevis,2018,10.0
Connecticut,Saint Lucia,2018,27.0
Connecticut,Serbia,2018,4.0
Connecticut,Singapore,2018,8.0
Connecticut,Slovakia,2018,8.0
Connecticut,South Africa,2018,22.0
Connecticut,Spain,2018,22.0
Connecticut,Sri Lanka,2018,14.0
Connecticut,Sudan,2018,34.0
Connecticut,Syria,2018,295.0
Connecticut,Taiwan,2018,4.0
Connecticut,Tanzania,2018,27.0
Connecticut,Thailand,2018,19.0
Connecticut,Togo,2018,16.0
Connecticut,Trinidad and Tobago,2018,4.0
Connecticut,Turkey,2018,78.0
Connecticut,Uganda,2018,8.0
Connecticut,Ukraine,2018,138.0
Connecticut,United Kingdom,2018,89.0
Connecticut,Unknown,2018,6.0
Connecticut,Uruguay,2018,10.0
Connecticut,Uzbekistan,2018,8.0
Connecticut,Venezuela,2018,34.0
Connecticut,Vietnam,2018,122.0
Delaware,Afghanistan,2018,4.0
Delaware,Aruba,2018,4.0
Delaware,Bangladesh,2018,45.0
Delaware,Bulgaria,2018,4.0
Delaware,Burma,2018,4.0
Delaware,Cameroon,2018,36.0
Delaware,"China, People's Republic",2018,82.0
Delaware,Cuba,2018,10.0
Delaware,Dominican Republic,2018,55.0
Delaware,Egypt,2018,22.0
Delaware,Gambia,2018,4.0
Delaware,Ghana,2018,46.0
Delaware,Greece,2018,4.0
Delaware,Guatemala,2018,13.0
Delaware,Haiti,2018,4.0
Delaware,Honduras,2018,5.0
Delaware,India,2018,187.0
Delaware,Iraq,2018,5.0
Delaware,Jamaica,2018,54.0
Delaware,Kenya,2018,38.0
Delaware,"Korea, South",2018,4.0
Delaware,Liberia,2018,22.0
Delaware,Mexico,2018,176.0
Delaware,Nepal,2018,10.0
Delaware,Nigeria,2018,32.0
Delaware,Pakistan,2018,24.0
Delaware,Peru,2018,9.0
Delaware,Philippines,2018,36.0
Delaware,Russia,2018,4.0
Delaware,Sierra Leone,2018,4.0
Delaware,Turkey,2018,5.0
Delaware,Ukraine,2018,5.0
Delaware,United Kingdom,2018,15.0
Delaware,Venezuela,2018,4.0
Delaware,Vietnam,2018,17.0
Delaware,Yemen,2018,6.0
District of Columbia,Afghanistan,2018,19.0
District of Columbia,Argentina,2018,18.0
District of Columbia,Australia,2018,17.0
District of Columbia,Bangladesh,2018,20.0
District of Columbia,Belarus,2018,4.0
District of Columbia,Benin,2018,5.0
District of Columbia,Bolivia,2018,8.0
District of Columbia,Brazil,2018,44.0
District of Columbia,Cambodia,2018,4.0
District of Columbia,Cameroon,2018,56.0
District of Columbia,Canada,2018,32.0
District of Columbia,"China, People's Republic",2018,111.0
District of Columbia,Colombia,2018,64.0
District of Columbia,Costa Rica,2018,7.0
District of Columbia,Cote d'Ivoire,2018,5.0
District of Columbia,Cuba,2018,13.0
District of Columbia,Dominican Republic,2018,98.0
District of Columbia,Ecuador,2018,11.0
District of Columbia,Egypt,2018,14.0
District of Columbia,El Salvador,2018,293.0
District of Columbia,Eritrea,2018,17.0
District of Columbia,Ethiopia,2018,334.0
District of Columbia,Finland,2018,4.0
District of Columbia,France,2018,31.0
District of Columbia,Germany,2018,31.0
District of Columbia,Ghana,2018,14.0
District of Columbia,Guatemala,2018,44.0
District of Columbia,Guyana,2018,6.0
District of Columbia,Honduras,2018,50.0
District of Columbia,Hong Kong,2018,4.0
District of Columbia,India,2018,50.0
District of Columbia,Indonesia,2018,9.0
District of Columbia,Iran,2018,21.0
District of Columbia,Iraq,2018,7.0
District of Columbia,Ireland,2018,5.0
District of Columbia,Israel,2018,6.0
District of Columbia,Italy,2018,19.0
District of Columbia,Jamaica,2018,45.0
District of Columbia,Jordan,2018,4.0
District of Columbia,Kenya,2018,11.0
District of Columbia,"Korea, South",2018,26.0
District of Columbia,Laos,2018,5.0
District of Columbia,Lebanon,2018,8.0
District of Columbia,Mexico,2018,76.0
District of Columbia,Mongolia,2018,4.0
District of Columbia,Morocco,2018,17.0
District of Columbia,Netherlands,2018,5.0
District of Columbia,New Zealand,2018,4.0
District of Columbia,Nigeria,2018,76.0
District of Columbia,Pakistan,2018,14.0
District of Columbia,Peru,2018,23.0
District of Columbia,Philippines,2018,62.0
District of Columbia,Russia,2018,27.0
District of Columbia,Saudi Arabia,2018,4.0
District of Columbia,Senegal,2018,4.0
District of Columbia,Serbia,2018,16.0
District of Columbia,South Africa,2018,10.0
District of Columbia,Spain,2018,22.0
District of Columbia,Sudan,2018,9.0
District of Columbia,Taiwan,2018,4.0
District of Columbia,Tanzania,2018,7.0
District of Columbia,Thailand,2018,8.0
District of Columbia,Togo,2018,6.0
District of Columbia,Trinidad and Tobago,2018,7.0
District of Columbia,Tunisia,2018,4.0
District of Columbia,Turkey,2018,19.0
District of Columbia,Ukraine,2018,7.0
District of Columbia,United Kingdom,2018,50.0
District of Columbia,United States,2018,4.0
District of Columbia,Venezuela,2018,15.0
District of Columbia,Vietnam,2018,24.0
Florida,Afghanistan,2018,139.0
Florida,Albania,2018,430.0
Florida,Algeria,2018,14.0
Florida,Angola,2018,9.0
Florida,Antigua and Barbuda,2018,18.0
Florida,Argentina,2018,835.0
Florida,Aruba,2018,5.0
Florida,Australia,2018,31.0
Florida,Austria,2018,5.0
Florida,Azerbaijan,2018,9.0
Florida,Bahamas,2018,337.0
Florida,Bangladesh,2018,522.0
Florida,Barbados,2018,4.0
Florida,Belarus,2018,67.0
Florida,Belgium,2018,16.0
Florida,Belize,2018,4.0
Florida,Bolivia,2018,118.0
Florida,Bosnia and Herzegovina,2018,12.0
Florida,Brazil,2018,3184.0
Florida,Bulgaria,2018,53.0
Florida,Burma,2018,120.0
Florida,Burundi,2018,5.0
Florida,Cambodia,2018,38.0
Florida,Cameroon,2018,20.0
Florida,Canada,2018,671.0
Florida,Central African Republic,2018,5.0
Florida,Chad,2018,4.0
Florida,Chile,2018,244.0
Florida,"China, People's Republic",2018,1240.0
Florida,Colombia,2018,5402.0
Florida,"Congo, Democratic Republic",2018,98.0
Florida,Costa Rica,2018,249.0
Florida,Cuba,2018,52395.0
Florida,Curacao,2018,4.0
Florida,Czechia,2018,35.0
Florida,Denmark,2018,13.0
Florida,Dominica,2018,29.0
Florida,Dominican Republic,2018,4106.0
Florida,Ecuador,2018,1176.0
Florida,Egypt,2018,364.0
Florida,El Salvador,2018,853.0
Florida,Eritrea,2018,25.0
Florida,Ethiopia,2018,86.0
Florida,Finland,2018,10.0
Florida,France,2018,302.0
Florida,Germany,2018,228.0
Florida,Ghana,2018,66.0
Florida,Greece,2018,50.0
Florida,Grenada,2018,4.0
Florida,Guatemala,2018,973.0
Florida,Guyana,2018,287.0
Florida,Haiti,2018,10039.0
Florida,Honduras,2018,2061.0
Florida,Hong Kong,2018,11.0
Florida,Hungary,2018,110.0
Florida,India,2018,1651.0
Florida,Indonesia,2018,11.0
Florida,Iran,2018,124.0
Florida,Iraq,2018,233.0
Florida,Ireland,2018,35.0
Florida,Israel,2018,186.0
Florida,Italy,2018,402.0
Florida,Jamaica,2018,4992.0
Florida,Japan,2018,56.0
Florida,Jordan,2018,196.0
Florida,Kazakhstan,2018,47.0
Florida,Kenya,2018,141.0
Florida,"Korea, South",2018,135.0
Florida,Kosovo,2018,12.0
Florida,Kuwait,2018,9.0
Florida,Laos,2018,4.0
Florida,Latvia,2018,8.0
Florida,Lebanon,2018,74.0
Florida,Liberia,2018,4.0
Florida,Libya,2018,4.0
Florida,Lithuania,2018,14.0
Florida,Malawi,2018,5.0
Florida,Malaysia,2018,11.0
Florida,Mexico,2018,3297.0
Florida,Moldova,2018,85.0
Florida,Morocco,2018,226.0
Florida,Nepal,2018,34.0
Florida,Netherlands,2018,22.0
Florida,New Zealand,2018,4.0
Florida,Nicaragua,2018,1112.0
Florida,Nigeria,2018,317.0
Florida,North Macedonia (formerly Macedonia),2018,20.0
Florida,Pakistan,2018,268.0
Florida,Panama,2018,121.0
Florida,Paraguay,2018,13.0
Florida,Peru,2018,1597.0
Florida,Philippines,2018,1826.0
Florida,Poland,2018,87.0
Florida,Portugal,2018,54.0
Florida,Romania,2018,151.0
Florida,Russia,2018,605.0
Florida,Rwanda,2018,14.0
Florida,Saint Kitts and Nevis,2018,10.0
Florida,Saint Lucia,2018,57.0
Florida,Saint Vincent and the Grenadines,2018,4.0
Florida,Saudi Arabia,2018,33.0
Florida,Senegal,2018,5.0
Florida,Serbia,2018,86.0
Florida,Slovakia,2018,4.0
Florida,Somalia,2018,4.0
Florida,South Africa,2018,146.0
Florida,Soviet Union (former),2018,13.0
Florida,Spain,2018,477.0
Florida,Sri Lanka,2018,9.0
Florida,Sudan,2018,89.0
Florida,Suriname,2018,10.0
Florida,Sweden,2018,37.0
Florida,Switzerland,2018,14.0
Florida,Syria,2018,535.0
Florida,Taiwan,2018,69.0
Florida,Tajikistan,2018,5.0
Florida,Tanzania,2018,29.0
Florida,Thailand,2018,203.0
Florida,Trinidad and Tobago,2018,319.0
Florida,Tunisia,2018,20.0
Florida,Turkey,2018,226.0
Florida,Turks and Caicos Islands,2018,4.0
Florida,Uganda,2018,14.0
Florida,Ukraine,2018,455.0
Florida,United Arab Emirates,2018,44.0
Florida,United Kingdom,2018,601.0
Florida,United States,2018,10.0
Florida,Unknown,2018,46.0
Florida,Uruguay,2018,185.0
Florida,Uzbekistan,2018,43.0
Florida,Venezuela,2018,5998.0
Florida,Vietnam,2018,1241.0
Florida,Zambia,2018,14.0
Georgia,Afghanistan,2018,226.0
Georgia,Algeria,2018,6.0
Georgia,Argentina,2018,26.0
Georgia,Australia,2018,19.0
Georgia,Azerbaijan,2018,10.0
Georgia,Bahamas,2018,36.0
Georgia,Bangladesh,2018,438.0
Georgia,Barbados,2018,6.0
Georgia,Belarus,2018,7.0
Georgia,Benin,2018,6.0
Georgia,Bermuda,2018,4.0
Georgia,Bhutan,2018,96.0
Georgia,Bosnia and Herzegovina,2018,11.0
Georgia,Brazil,2018,331.0
Georgia,Bulgaria,2018,14.0
Georgia,Burma,2018,314.0
Georgia,Burundi,2018,22.0
Georgia,Cambodia,2018,15.0
Georgia,Cameroon,2018,122.0
Georgia,Canada,2018,79.0
Georgia,Central African Republic,2018,34.0
Georgia,Chad,2018,24.0
Georgia,Chile,2018,16.0
Georgia,"China, People's Republic",2018,709.0
Georgia,Colombia,2018,376.0
Georgia,"Congo, Democratic Republic",2018,390.0
Georgia,"Congo, Republic",2018,4.0
Georgia,Costa Rica,2018,5.0
Georgia,Cote d'Ivoire,2018,40.0
Georgia,Cuba,2018,351.0
Georgia,Czechia,2018,8.0
Georgia,Djibouti,2018,5.0
Georgia,Dominican Republic,2018,280.0
Georgia,Ecuador,2018,37.0
Georgia,Egypt,2018,54.0
Georgia,El Salvador,2018,319.0
Georgia,Eritrea,2018,62.0
Georgia,Ethiopia,2018,661.0
Georgia,France,2018,33.0
Georgia,Gambia,2018,50.0
Georgia,Georgia,2018,4.0
Georgia,Germany,2018,41.0
Georgia,Ghana,2018,296.0
Georgia,Guatemala,2018,200.0
Georgia,Guinea,2018,33.0
Georgia,Guyana,2018,44.0
Georgia,Haiti,2018,178.0
Georgia,Honduras,2018,214.0
Georgia,Hong Kong,2018,9.0
Georgia,India,2018,1587.0
Georgia,Indonesia,2018,20.0
Georgia,Iran,2018,253.0
Georgia,Iraq,2018,147.0
Georgia,Israel,2018,40.0
Georgia,Italy,2018,17.0
Georgia,Jamaica,2018,690.0
Georgia,Japan,2018,23.0
Georgia,Jordan,2018,65.0
Georgia,Kazakhstan,2018,5.0
Georgia,Kenya,2018,180.0
Georgia,"Korea, South",2018,570.0
Georgia,Kuwait,2018,42.0
Georgia,Lebanon,2018,4.0
Georgia,Liberia,2018,89.0
Georgia,Lithuania,2018,4.0
Georgia,Malawi,2018,9.0
Georgia,Malaysia,2018,104.0
Georgia,Mexico,2018,1554.0
Georgia,Moldova,2018,23.0
Georgia,Morocco,2018,31.0
Georgia,Nepal,2018,186.0
Georgia,Netherlands,2018,4.0
Georgia,Nicaragua,2018,19.0
Georgia,Nigeria,2018,679.0
Georgia,Pakistan,2018,287.0
Georgia,Peru,2018,105.0
Georgia,Philippines,2018,272.0
Georgia,Poland,2018,4.0
Georgia,Romania,2018,50.0
Georgia,Russia,2018,84.0
Georgia,Rwanda,2018,49.0
Georgia,Saudi Arabia,2018,10.0
Georgia,Senegal,2018,62.0
Georgia,Sierra Leone,2018,21.0
Georgia,Singapore,2018,9.0
Georgia,Somalia,2018,71.0
Georgia,South Africa,2018,26.0
Georgia,Spain,2018,14.0
Georgia,Sri Lanka,2018,9.0
Georgia,Sudan,2018,50.0
Georgia,Syria,2018,364.0
Georgia,Taiwan,2018,21.0
Georgia,Tanzania,2018,203.0
Georgia,Thailand,2018,68.0
Georgia,Togo,2018,11.0
Georgia,Trinidad and Tobago,2018,37.0
Georgia,Turkey,2018,69.0
Georgia,Uganda,2018,66.0
Georgia,Ukraine,2018,62.0
Georgia,United Arab Emirates,2018,33.0
Georgia,United Kingdom,2018,161.0
Georgia,Uruguay,2018,28.0
Georgia,Uzbekistan,2018,11.0
Georgia,Venezuela,2018,181.0
Georgia,Vietnam,2018,836.0
Georgia,Zimbabwe,2018,14.0
Guam,"China, People's Republic",2018,49.0
Guam,Japan,2018,27.0
Guam,"Korea, South",2018,70.0
Guam,Philippines,2018,992.0
Guam,Taiwan,2018,5.0
Hawaii,Australia,2018,15.0
Hawaii,Bangladesh,2018,4.0
Hawaii,Brazil,2018,33.0
Hawaii,Burma,2018,7.0
Hawaii,Cambodia,2018,4.0
Hawaii,Canada,2018,18.0
Hawaii,"China, People's Republic",2018,377.0
Hawaii,Colombia,2018,8.0
Hawaii,Curacao,2018,6.0
Hawaii,France,2018,9.0
Hawaii,Germany,2018,20.0
Hawaii,Ghana,2018,9.0
Hawaii,Hong Kong,2018,26.0
Hawaii,India,2018,16.0
Hawaii,Israel,2018,4.0
Hawaii,Italy,2018,7.0
Hawaii,Japan,2018,307.0
Hawaii,"Korea, South",2018,164.0
